PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,diagnosis
-2.590770295615069,0.7629742920222059,-0.22311303754571774,0.06271301480159677,0.49340415030199736,0.21954061153008417,0.23478576860063746,-0.01726437270751916,-0.02461330863094542,0.05517129708593735,M
-1.6660573344747884,-0.22086777172474462,0.11341502107488767,-0.02860005449238596,0.4050949594186994,0.044327191352408445,0.041611869875504505,-0.07736436947334152,0.1236157546437177,0.295749640991262,M
-2.158370554757484,0.2263778155254173,0.17074120576594146,0.013162268625633045,0.45500435258364624,0.0977851974086726,-0.10969361821027436,-0.06408229921812503,0.11231151596664687,0.28415488436355063,M
-2.2045649763509396,1.8611676340188907,0.2653187501779783,-0.1936862341449393,0.6405874101568648,0.41673068406420705,0.19299109991873528,-0.20021899889969036,-0.12402019145641051,0.3514175989598546,M
-1.8305769174159714,0.0336080342031477,-0.09074616859027451,0.2530406809031104,0.4233985773102348,-0.12848814418593577,-0.06483539489496462,-0.10265142943607444,0.050554678002013256,0.20992126743364783,M
-1.5872895864387624,0.9691054791433843,0.12597283380846774,-0.25962991434979704,0.5281598772100787,0.00043385055456913817,0.05138529414611231,-0.04335843476576741,-0.014251531421294152,0.17058255505487643,M
-1.6739251014180727,-0.00778146969786948,0.2403692075633932,-0.19212994855125817,0.45074981938866227,0.021307502547788734,-0.03159240561800643,-0.07235310692794703,0.07262927018490127,0.21878227447145274,M
-1.4861101727894463,0.7080896678730475,0.34571692686065875,-0.0810629342798803,0.616726495142735,-0.07498831729440505,0.12326323592197062,0.031695005211472095,0.19045660119705946,0.2618646923803972,M
-1.7552614645267233,0.924696069788602,0.35523803354237793,-0.2967534672007455,0.5684303075253778,0.13947628937708983,-0.0661764552929976,0.05801722706469325,0.07296253531693345,0.19580515363006998,M
-2.1529308106031118,1.4927973067798148,0.7052184046152931,-0.5017781427129482,0.07222505193476794,-0.019971967167725577,0.25401793201655576,-0.11160784954298533,-0.10457796212179098,0.12231631292540669,M
-1.1212581103357282,-0.06248285501242765,0.5490558614169048,-0.11583938044422183,0.404163482830628,0.046038851261531615,0.08999557025895133,-0.06297877979989207,0.06501207831162721,0.25766066480147287,M
-1.6401017491571266,0.37345161487855116,0.26723010898531624,-0.15939646267543933,0.3297494715139937,0.14186761602239983,0.07569903444181574,-0.1726384779235321,0.02505088039086038,0.25640067819645895,M
-2.222044330948255,0.6338328586772011,0.5994442722241149,0.8200626183853281,0.29686275420408526,0.2575454839895119,0.08351820575833671,0.22556140704725106,0.07497138003880267,0.31375312299299124,M
-1.2547404850057,0.1332949785611199,0.44961338862267697,0.2045617400689805,0.3644218460040343,0.14127530692804555,-0.1921186101215601,-0.16082615567675584,0.11861251435623514,0.3248600997688599,M
-1.9145717430317082,1.08217185873862,0.45464967349086455,-0.2718001655573419,0.19218789708128556,-0.00016819589264521648,0.06089340905268108,0.006388976517421784,0.0063014132978407335,0.27152273113428504,M
-1.8382304787228554,0.8172433796733728,0.6286816947540517,-0.3629300863652265,0.4160245640042074,0.15356039023716608,0.10937468023097908,-0.06916813918777961,0.11394976537561399,0.188485140673725,M
-1.3009680483988402,0.14384245422674347,0.3960910713223053,-0.16186432930443778,0.5031943098998373,-0.07055759838388433,-0.06180498441672427,-0.11433124937081786,0.057432175091082845,0.13726942680564033,M
-1.9430905693623934,0.6234720228956019,0.31065678585659945,-0.22349867253457753,0.6155283619418241,-0.029029857099106524,0.06756616279333807,0.027882529404546417,0.08347905784926372,0.21986952864406523,M
-2.0677729509892866,-0.19087412654253127,0.318651275019321,-0.10947250845693443,0.456534839738932,-0.11694438692724866,-0.04569432556606542,-0.21744364527200316,0.06850571337938455,0.12384950720743433,M
-1.0578458115354084,0.31261454412447676,0.06540113551792767,-0.043095662859451496,0.4991196527758824,0.03247437161854928,-0.17069362697221052,-0.127101658484321,0.08287871480448394,0.20051392083693806,B
-0.9711513530575723,0.45406349438569454,0.11819092516717634,-0.1167367309406049,0.47385456213264204,0.10574444533827215,0.10223303263055465,0.07988394585890526,0.056792619070211534,0.2702774447541942,B
-0.5971790960278115,0.5699539034811238,0.041708559409097824,0.10080278747781339,0.49558478346362067,-0.06728088437162952,-0.043136709510810535,-0.038775648661406696,0.1132664647159607,0.1670960459603553,B
-1.9616509092032794,0.8566724153794121,-0.01935360618059538,0.0022514650595325822,0.34220147576863896,0.41353735139592906,-0.1472427126441994,-0.07356054541261187,0.05386901881690485,0.23593987427013116,M
-1.9731117577666357,-0.3647713078519115,0.42243529138267033,-0.1378372047597658,0.545449044926059,-0.018837498936947764,0.05892215473442491,-0.09410341246768737,0.10195885293676606,0.24903435929274764,M
-2.007768821655814,0.21511425389914976,0.3023964740868708,-0.2329170346356605,0.6716261018096117,-0.03601248473616703,0.1055052685028172,-0.15870308048142662,0.14193350826029455,0.10634755764401073,M
-2.2554658826494296,0.7025953973122294,-0.02248143982006198,0.15826494884871034,0.697654236615161,0.24702540929453462,-0.0057858833629198725,0.1466178261517796,0.36419247255492926,0.19762324567185025,M
-1.8780237407046183,0.740675866119379,0.40023114364777096,-0.4384587163442386,0.36075040727637714,0.17957925768903435,-0.05122064413817655,0.034683535716027246,0.1087307268520776,0.24322621223463714,M
-1.649683779116114,0.03586582317863474,0.3543508033448007,0.28092231747732654,0.46261994130941503,-0.10152098545717747,-0.07282461829548036,-0.1402784296873741,0.01269798385694076,0.16984679640175085,M
-1.910610816234925,0.509895043023997,0.5432333210996267,-0.35220584050160336,0.4332381322610415,0.08038122389895981,0.013512400277642458,-0.10220385997349457,0.022724970031023427,0.17305248941166834,M
-1.4884898022220043,0.12571558364527596,0.031581995666896685,0.09353614545722343,0.3805265978209899,0.014736983625170655,0.0379384313922101,-0.03685779709326027,0.037985776731065755,0.26332581613571987,M
-2.1650124221018223,0.29570868862678895,0.4760380446040269,-0.011001530853828354,0.5048327985348583,0.0858083304954398,0.04587809807094719,0.02047188957437114,0.04565816595962348,0.11730707756319306,M
-1.589668997619004,0.9730731573561457,0.3210669328126502,-0.30664223198264356,0.44505914074079006,0.23809668580027596,0.21986062101210613,-0.1130778700864737,0.07568413321780562,0.06445003082311102,M
-1.968719437916064,0.4405657059085749,0.4164596284368971,-0.05080312734448353,0.6291703830108769,0.035868182801034446,-0.11593654146074686,0.010734650223367804,0.03954846740767705,0.11913230207540684,M
-2.0419586162840653,0.23591332754952452,0.4272783266956629,-0.286835420797915,0.29203109833101243,0.09925157579218855,0.21026002076470388,-0.1516011095292709,0.040993558328677245,0.2838440349128952,M
-1.746909890523677,0.49880183717197524,0.2139826926642419,-0.3388159546849854,0.3491333703128157,0.19397522321829333,0.10687691954406679,-0.06100910924724287,-0.005084550121222919,0.23251161270906498,M
-1.6860884760009234,0.3170489340511111,0.3494467108895443,-0.22015374249711278,0.4823162573005296,0.28941228962081406,-0.08829389344673345,-0.27378435509608673,-0.02440497480626738,0.19365250619335375,M
-1.4342909890561073,0.4809913763369971,0.43250339175780017,-0.19069752268634024,0.3397333333161196,0.1100078328941463,-0.04511337354119852,-0.12713096968264964,0.030102615807423516,0.1537777469670374,M
-0.6457699812031323,0.08570103382888142,0.39393861507312944,0.21643582088889574,0.4177623785718695,0.009444062248759733,-0.10841146353653301,0.09912656125699834,-0.13545675264936383,0.1847164117823636,B
-0.8653622746191785,-0.12248188418623512,0.5319618262220684,0.4236287611641418,0.48035872997572454,-0.16213813725854764,0.056565493186332305,0.05920608556962139,0.2420844931354245,0.05371663831793635,M
-1.4443409275245769,0.5310762296294943,0.27628664867319075,-0.3536392890150299,0.30561367156262853,-0.10221603287897801,-0.11760157345194813,-0.10017114641972731,0.08862031960619074,0.19192747887354647,M
